35934490, 33480610, 34773065, 31761725, 33733265, 34757035, 32467790, 34732350, 32600440, 33257455,
32964285, 33033950, 32762600, 33553310, 32160700, 31989440, 33391405, 33152150, 32968345, 33498340,
33320470, 32452730, 34626000, 32822030, 32793135, 32587790, 33445630, 32206625, 34260210, 32265135,
32705810, 31717360, 31726160, 32186425, 31848665, 32478080, 31901455, 32755165, 31681245, 32671255,
32392655, 32082480, 31998120, 31232680, 33272535, 30821765, 33387245, 31754930, 32587345, 31013740,
31776810, 30567820, 32451295, 33207955, 32438025, 32629140, 32557900, 32477695, 33428335, 32705300,
33003760, 33082605, 33819510, 32272015, 33502215, 32423585, 32553470, 33318840, 32090820, 33668250,
32032295, 33363205, 31391445, 32487425, 32300525, 31786970, 32547175, 32766715, 32814095, 33022555,
33170440, 33021605, 32371295, 31120085, 32823150, 31611625, 32717370, 31804855, 33260555, 31193150,
33207780, 31875175, 31839355, 31471575, 30992280, 32572980, 31880335, 32630620, 32532465, 32222380,
32255625, 32750540, 32691315, 31455270, 32562805, 31880945, 31901765, 31947815, 32425555, 31486665,
31964750, 31597450, 33352855, 30896185, 32360550, 30765115, 31729835, 30367085, 32573135, 32577955,
32349990, 32335505, 31244740, 32223510, 31052145, 30186170, 31590100, 31061540, 33260365, 31366650,
31553560, 30671840, 31580115, 32323855, 32672695, 32129590, 31051425, 31164930, 30942305, 31373050,
30650490, 34488910, 31143510, 30368920, 30612150, 32481150, 31939200, 31863360, 31777945, 32292615,
31663420, 32577230, 31678965, 32186470, 32565625, 31293415, 31853015, 32948650, 32289150, 31754600,
32018830, 32753750, 32252870, 31819780, 32564530, 32219265, 31712755, 32030450, 31070920, 32575680,
32567250, 30964105, 31975835, 31343265, 32073815, 31386470, 31147430, 32994860, 30583250, 32304280,
31194525, 31657545, 31956525, 30671640, 31990020, 32381245, 32053905, 32302380, 31112235, 32216140,
31973610, 31077065, 33122495, 32257630, 32986990, 31962065, 32490910, 32917150, 32081770, 31834600,
33209255, 32380505, 33223080, 34219935, 32425555, 33144140, 32538655, 33292115, 32734260, 31880380,
33511525, 32508880, 33677560, 32685000, 34090410, 33797900, 31864760, 33072510, 32298725, 32748510,
34027815, 32417650, 33173225, 32318335, 31376035, 32679385, 33490095, 33401395, 33781270, 32192790,
33141985, 34692935, 33456635, 33306405, 34584930, 33765730, 33411640, 33488505, 33573115, 34102450,
34189500, 33603080, 33569340, 34368605, 33367880, 32138480, 32272495, 33420620, 33500420, 33732195,
33957355, 34895845, 34060875, 34367760, 34279585, 33644580, 34320220, 32911355, 34828540, 33952925,
35148515, 34244490, 33203100, 34612570, 34062495, 33013765, 33496805, 35097830, 33925705, 34363405,
33866675, 35332805, 32406665, 33590420, 31713660, 34272715, 34265770, 33036005, 33266610, 32547635,
33217150, 33314725, 32450905, 34814875, 33881445, 32023705, 33517285, 32393035, 34424070, 32347875,
