29861207, 29390530, 34685417, 23650468, 28160420, 35034228, 29661140, 32996239, 36102017, 29127031,
34296845, 37878066, 33069965, 26494357, 29514093, 39642802, 38895842, 38130451, 34032001, 33093468,
38323017, 31154991, 33631904, 30224033, 34909023, 39201891, 37297450, 38892615, 37520079, 37454343,
28196683, 35920337, 42384445, 40713270, 36715827, 37607937, 38680787, 37563906, 38411608, 40576343,
39784479, 32667155, 40617211, 46465277, 42025695, 36031364, 41679226, 43684060, 47316288, 39114556,
42663202, 43922038, 39837206, 40936895, 41536345, 40772312, 41359701, 35021387, 41757998, 40490162,
43394604, 39869436, 48900464, 40186178, 49767436, 44460968, 46266634, 39183352, 38164712, 39384300,
37410010, 42307420, 38608840, 42842067, 47089185, 41739877, 45264105, 42462727, 38070779, 41975931,
44231712, 55471612, 39752137, 47641959, 37093414, 46896182, 41951511, 42454308, 47482805, 36427712,
43741118, 45162023, 47667518, 43344770, 51204314, 43174253, 42678667, 49435429, 50333240, 39142581,
46500164, 50408949, 42641750, 45057712, 45683045, 44555138, 46783411, 45130665, 48446023, 46985210,
45683083, 46165956, 57908840, 52323688, 51886857, 47189399, 51482393, 41693928, 47380383, 45328297,
40466145, 44418483, 46974914, 47219667, 53174265, 49262944, 43414345, 44521096, 57503131, 46582085,
44365774, 47003494, 47785820, 47818997, 45754398, 48696944, 38860921, 60227669, 45259490, 47882273,
43074298, 41250784, 46143621, 52674529, 50377082, 52904909, 54524521, 52625962, 47722117, 46753868,
53418828, 57798993, 43090888, 54500309, 47994243, 52453118, 50132557, 51103011, 48251947, 47928851,
49291158, 57686820, 49124346, 43171030, 46700071, 52924912, 47668988, 52737580, 43393548, 49909701,
46613574, 53233804, 44511243, 53312512, 53797356, 43722182, 50621282, 52247393, 54903337, 48812109,
43283064, 37022249, 49143610, 43953831, 48964692, 47708865, 51736438, 49702093, 42507645, 44731558,
50188419, 59969009, 44260640, 41249101, 59711127, 48432109, 57011175, 60723064, 49477263, 52312873,
44294081, 47577412, 49148941, 60401106, 45815421, 42018831, 47274676, 51474990, 49496706, 48685101,
43287127, 55686947, 52125246, 53476282, 50507812, 50811313, 42991084, 47492899, 49841646, 52571621,
48746303, 49305917, 54962685, 50481678, 46235502, 52668845, 52563556, 40986314, 45747055, 41377615,
48852044, 47708198, 46909526, 54071574, 47498976, 50380442, 51457875, 51548952, 49524857, 47139619,
49970935, 55935402, 58647445, 41683388, 45594542, 54993282, 46334065, 46451519, 56195113, 44737788,
47485479, 53091745, 55062729, 50819664, 43607290, 49096443, 41207830, 46904174, 48641100, 49506047,
53932908, 50134343, 41672685, 43655235, 47787333, 41114960, 45687004, 44845123, 46426993, 44686662,
48857851, 55296074, 57370389, 51939316, 54950993, 50038969, 43087285, 45940698, 52460164, 46874436,
50562774, 46067614, 54030122, 51748329, 50724408, 41630194, 45296700, 46810319, 38231199, 54694233,
46554509, 51044705, 43984307, 54086494, 46515300, 43949806, 54187067, 49405523, 42815174, 49074282,
46179594, 53214441, 45149307, 46526030, 43410155, 41650609, 50527202, 45864858, 48210362, 49641237,
48855898, 57155142, 43042255, 51919003, 44803756, 55001191, 49854828, 52104106, 39075665, 45967606,
50063079, 49550063, 56107730, 45966763, 49113872, 54932693, 53650856, 53622293, 42032004, 48688012,
47842077, 47927310, 49538021, 39128650, 43404257, 43977268, 47529969, 42437986, 45013717, 42081135,
40414838, 50452349, 57210200, 53647463, 48049545, 50649743, 48542912, 62251418, 50870489, 52129807,
56210838, 44387355, 51111162, 52906664, 51207608, 52261111, 49915044, 57197908, 43105728, 58333292,
51887175, 51475986, 53742085, 61252574, 50024475, 52296825, 53291193, 46453878, 48824717, 41848968,
48946761, 53053177, 56901918, 46108104, 51733980, 55083915, 53203356, 56560738, 53101856, 54499140,
46069509, 44623793, 50573508, 53178585, 52729396, 50695047, 59295237, 56410456, 47677932, 51724305,
44727136, 55755612, 52816068, 49491024, 52811231, 50094538, 52285461, 52922006, 62965896, 49957321,
44365189, 52629838, 52158976, 50294985, 45626819, 47214097, 49107074, 51852935, 49414799, 52870894,
54429455, 49001382, 44417944, 49187707, 44732362, 54947076, 55696120, 58309271, 52806687, 50326589,
46438190, 49999263, 43878496, 62518272, 49242814, 49869393, 48434328, 52303319, 49607245, 57331087,
49121349, 52255400, 47305354, 48330263, 61817603, 55498116, 59359463, 47200869, 54976059, 53285219,
46351823, 57097103, 44366464, 43455221, 50352500, 53617278, 50125908, 53211392, 55472482, 50162362,
64011660, 50239870, 46028216, 53287687, 43499827, 42255896, 59137646, 52439897, 54209244, 56331164,
48082597, 51761662, 54020705, 51048870, 54433041, 58854722, 52707649, 51020281, 49764328, 46443495,
53653218, 49484877, 44319668, 51165642, 59999958, 57615650, 50562066, 52550954, 51026080, 48427544,
51379489, 54438390, 42994817, 56338804, 59198402, 54608864, 53104456, 50734829, 47223495, 41342050,
53094830, 55117505, 57483000, 56757797, 53739845, 58929291, 56556183, 49687734, 44521842, 48276142,
54125991, 48910421, 57898990, 55325675, 51398033, 52058007, 50310644, 57171836, 55176004, 42682563,
49196269, 50674660, 58350015, 56890679, 54333560, 55493061, 58478676, 55234443, 53542195, 53764450,
43020068, 50079262, 53216202, 49359977, 50139466, 48845922, 51822994, 62160516, 45289247, 43924001,
48419898, 41795726, 57819211, 49306094, 51020415, 59995401, 67088848, 48606904, 52172266, 48719647,
62492844, 54753709, 56157803, 58417254, 45414883, 50528037, 56132939, 50479293, 55293052, 48260796,
54258359, 56232977, 49967136, 50451844, 45181054, 49383974, 53698493, 52788598, 47967690, 55972403,
57388109, 60767063, 55767426, 51434721, 54333288, 51899512, 50886321, 49744305, 49995275, 49289700,
44426011, 45719384, 53192726, 43908951, 45716511, 52982130, 51941801, 48357284, 46996418, 52977248,
56327308, 52118825, 52651301, 45953839, 48862865, 52023460, 48723970, 54453322, 60473003, 52059489,
51948633, 50056458, 53649940, 53166291, 51395557, 50652231, 53536990, 41525418, 47869366, 49523960,
49445214, 48096182, 55667174, 47385583, 47938022, 52235210, 56233393, 45523566, 50642906, 41567866,
49275821, 51130913, 48984736, 48303987, 54192800, 46207058, 54503503, 49319418, 48895762, 41459243,
49401784, 53119618, 49750009, 51579110, 57556514, 38052351, 52508271, 47868757, 50827157, 53664033,
46282247, 51359339, 52998251, 50675946, 58449926, 53815475, 42247531, 42586657, 50949933, 43465850,
55249928, 48337573, 52157167, 40795647, 49622169, 42206993, 42059969, 46864958, 60473186, 49216997,
43673190, 47586133, 52098955, 47147051, 41469771, 52594322, 46650099, 50261961, 41017272, 43485694,
48368901, 42754779, 48145684, 42362138, 48076989, 54309299, 46236550, 47136452, 53241893, 47603599,
44819650, 45252900, 48748637, 43814504, 49869789, 46985742, 50049651, 47765216, 42843312, 52021889,
47262327, 52935417, 40668786, 46885279, 44866096, 43602705, 41291615, 56775073, 39105421, 47681628,
45813646, 45502551, 49215358, 44812003, 39353897, 52469104, 55330877, 46201371, 52263938, 45726584,
48219889, 47122021, 51067933, 51252026, 41017276, 47687228, 51913206, 60225440, 49083840, 45189420,
42841097, 48805373, 53432337, 46812526, 45449075, 49068319, 47153670, 53930659, 44510846, 50732861,
47026334, 44510639, 45284504, 47733912, 50507447, 54792638, 53730228, 53092516, 54587543, 47588526,
43622095, 61550328, 42091384, 51725818, 47022972, 39338566, 48785282, 45246376, 50529572, 46575193,
48989127, 59142650, 46763421, 57018894, 46096313, 59671188, 48512432, 52909296, 49778128, 48878960,
50282159, 39719005, 52969743, 50801304, 50345845, 46955052, 54202477, 52981800, 54648464, 48398237,
43978422, 54476215, 50525662, 50670521, 52239973, 58568027, 50998352, 60410320, 50783596, 46964603,
52346350, 52322111, 50500767, 55564797, 52517896, 45249331, 56670784, 53263189, 60045177, 54812625,
50426520, 51651419, 53813446, 46643530, 45201367, 53366271, 74269312, 48051354, 52493091, 55571732,
63665489, 53838054, 53427199, 59010007, 50730874, 53687913, 43753541, 56237168, 48089935, 63796505,
51346373, 45428211, 52518019, 57512060, 58073129, 52530526, 51699875, 42528071, 50863826, 54825188,
56726944, 60672866, 53260482, 56648274, 52112886, 52275529, 62045470, 55423043, 50707168, 49777953,
55101676, 52523355, 49038240, 58530985, 60576149, 58299356, 53351275, 46430940, 51436262, 54109453,
51412738, 45953649, 49542216, 51362399, 58012868, 53892749, 54487810, 42614410, 48440908, 51810234,
52831317, 54865298, 62277726, 54876183, 49657610, 53384091, 54707311, 51393459, 51988104, 47110476,
53263914, 56321670, 43833192, 57252437, 49834337, 59133942, 59832088, 54559705, 49106345, 57191329,
55391202, 52304934, 51331310, 64893626, 58752282, 60925803, 53471522, 54311456, 60025693, 49380357,
56764380, 47718420, 48196348, 51449813, 65161378, 57860626, 55305986, 52012866, 48764766, 54580386,
50006624, 50281843, 44862028, 55736892, 41262272, 59907975, 59723336, 59121624, 57903227, 43599607,
46744829, 53580441, 54042598, 52127437, 40587813, 51035230, 50255120, 45499475, 47208666, 45168341,
50310877, 52272012, 47992447, 50306738, 52173459, 58334489, 58161951, 47982381, 54568010, 48588229,
51962327, 46772721, 56365137, 47172990, 44903657, 45523149, 59204150, 57247350, 57918956, 57293305,
56464911, 59085535, 48246851, 50477153, 56584336, 51663921, 48897167, 48813566, 54371565, 54408843,
52019784, 49070009, 50923884, 53222327, 49220475, 47406897, 47833470, 51343314, 46022581, 43637132,
56714262, 53587512, 53200365, 39743415, 50316305, 43324639, 47629959, 53273729, 44040514, 43687743,
46920601, 43776783, 50156559, 42148995, 43787351, 44509077, 49361869, 43201412, 39671863, 41753076,
42341925, 53721116, 42960906, 49851545, 49638963, 48641334, 42834962, 46959294, 44830559, 43277419,
44473558, 37975979, 34525980, 38285904, 41570802, 42618052, 39023870, 40134293, 37813329, 45892615,
39497381, 39921646, 41733572, 45343946, 38270882, 35923107, 42320354, 42521673, 35339430, 39822962,
41306981, 29350211, 34272640, 30804733, 33740903, 32924269, 36747280, 34431158, 35873105, 32220749,
29754420, 36857486, 30090519, 
