48.62	40.74
41.66	47.22
49.07	44.44
37.96	46.29
33.64	50.46
41.66	45.37
49.07	48.59
45.79	41.66
40.74	39.81
44.85	44.85
44.44	40.36
38.88	42.05
53.70	42.59
46.29	50.00
38.88	35.77
40.36	44.03
41.28	39.81
40.74	38.88
50.46	43.92
37.73	42.45
45.79	42.99
47.66	46.72
42.05	44.44
38.53	42.99
42.45	44.85
38.31	44.85
32.71	42.05
41.12	48.59
50.46	37.96
35.77	44.03
42.20	47.22
31.48	48.14
35.18	47.22
40.74	47.22
40.74	48.14
42.99	38.31
37.38	39.62
42.99	34.25
37.38	42.99
40.56	46.72
49.07	43.39
41.12	45.37
39.81	39.81
48.59	46.29
35.51	45.28
45.79	44.85
37.38	40.56
56.07	46.29
39.25	34.57
38.31	49.53
54.20	45.37
44.95	55.55
40.18	39.81
40.36	47.70
34.86	40.74
37.61	33.94
36.44	47.66
39.25	36.44
42.05	48.59
37.38	41.12
54.62	39.81
44.85	34.57
44.85	40.18
44.85	46.22
42.45	43.92
41.12	40.18
47.66	40.18
47.22	32.40
45.79	49.53
37.96	48.14
47.66	37.73
52.33	51.85
49.53	43.92
47.22	37.03
32.40	32.40
45.87	46.78
41.66	49.07
32.71	48.59
47.66	52.77
44.95	50.92
53.70	40.74
45.87	39.09
46.84	52.72
42.20	40.36
45.79	37.38
49.07	49.53
50.46	53.27
45.28	41.12
33.64	42.99
44.85	42.99
48.14	51.40
42.45	44.85
45.79	51.88
49.53	45.37
52.33	44.33
50.00	40.18
46.72	43.92
48.59	42.99
39.25	47.66
48.14	43.51
35.18	45.37
45.79	46.72
39.25	35.51
54.20	49.53
52.77	52.77
51.40	49.53
44.95	53.21
44.44	42.59
40.18	55.66
48.11	42.99
42.05	44.44
41.66	45.79
47.66	54.20
40.18	38.67
45.28	39.25
54.20	43.92
42.99	49.53
43.92	32.71
37.38	50.00
45.87	49.07
48.59	34.57
42.45	44.33
53.70	58.33
34.57	36.44
44.85	50.92
52.29	47.22
38.88	50.00
48.59	49.53
44.85	37.38
51.40	34.57
44.85	41.12
36.44	46.29
46.78	48.14
47.22	48.14
49.07	50.92
53.27	44.85
41.12	48.14
48.14	40.18
48.11	52.83
44.44	53.21
43.51	47.66
49.53	46.22
43.39	40.18
42.99	47.66
37.38	42.99
45.79	36.44
52.77	48.14
51.85	51.37
46.78	49.07
53.21	53.21
48.18	44.54
39.81	37.03
47.22	42.59
51.40	40.18
28.97	44.33
44.33	44.85
49.05	55.66
43.92	36.44
44.44	49.07
38.88	48.14
53.70	51.85
49.07	53.70
51.85	37.03
39.25	43.92
42.05	48.59
44.03	50.45
49.54	47.70
40.56	44.33
43.92	51.40
52.33	42.05
42.99	48.11
46.72	54.12
45.87	52.77
39.25	56.07
48.59	47.66
51.40	43.92
42.99	52.33
53.27	43.39
46.72	58.33
50.00	48.62
42.72	46.78
42.59	32.40
49.54	60.55
44.44	38.53
43.51	56.07
45.37	39.81
42.59	44.95
52.29	53.70
45.79	52.33
54.20	42.05
50.92	52.77
53.27	50.46
49.07	47.22
43.51	50.00
47.22	38.88
29.90	51.40
42.99	52.33
46.72	41.12
42.99	43.92
40.18	42.59
41.81	47.27
47.27	52.29
52.33	47.66
51.85	38.31
57.54	50.46
41.12	48.59
54.20	49.53
45.37	41.66
50.46	44.85
51.40	41.66
52.77	41.12
46.72	39.25
47.66	44.85
51.40	40.18
40.74	37.03
36.11	44.03
42.20	49.07
50.45	54.12
46.29	43.51
39.25	43.92
42.05	40.18
42.59	42.05
33.64	47.22
52.77	48.14
38.31	41.66
44.03	41.66
39.81	40.18
39.25	43.51
34.25	41.66
42.59	44.44
57.40	49.53
46.72	37.96
44.03	46.29
44.85	48.14
47.66	47.66
41.66	45.37
40.74	54.62
48.11	49.05
48.14	41.66
43.92	46.22
41.12	55.55
53.27	42.99
47.22	47.70
48.14	41.12
43.51	51.40
49.53	51.85
41.12	48.59
44.85	52.33
47.66	48.14
36.69	48.14
38.88	50.00
36.11	39.81
47.22	41.12
34.90	42.05
46.72	48.59
51.40	50.00
58.71	54.12
45.45	46.78
47.22	36.11
39.81	42.59
47.66	43.92
50.46	52.77
38.53	37.03
48.62	56.36
38.53	50.92
43.11	40.36
57.94	41.12
53.27	46.72
45.28	42.45
49.53	50.46
49.07	49.07
43.51	39.25
50.46	37.03
46.72	51.40
48.59	45.79
40.74	41.66
48.59	43.92
50.92	41.28
44.03	46.29
40.74	46.29
39.81	45.37
38.88	44.44
44.44	35.51
43.92	44.44
46.72	49.53
47.66	41.12
46.72	57.94
49.53	42.99
42.59	48.14
40.18	44.85
53.70	38.88
43.92	39.25
41.66	37.96
50.00	38.31
44.33	52.33
39.25	47.66
45.79	57.00
43.92	43.92
53.27	45.79
52.33	42.05
46.72	51.85
42.59	47.66
38.31	41.12
44.03	49.09
48.18	59.63
43.11	33.94
47.22	40.74
48.14	49.07
48.14	48.59
47.22	42.72
46.78	52.29
42.20	42.99
57.00	59.25
45.37	46.29
50.92	37.03
47.70	55.96
48.62	57.79
40.74	46.78
42.59	53.27
52.83	48.11
56.07	53.27
54.20	57.40
48.62	49.07
53.27	45.79
41.12	45.79
40.18	45.79
40.18	39.25
36.69	36.69
51.40	46.72
41.12	40.18
49.53	40.74
47.22	51.40
40.74	50.00
39.81	44.03
47.22	46.72
41.66	39.81
36.44	51.40
51.85	46.29
39.44	39.44
49.53	47.22
47.70	45.37
51.81	48.18
45.79	51.40
42.05	42.99
31.77	44.85
47.66	52.33
40.74	57.40
50.92	51.85
42.99	49.53
45.79	47.66
54.20	57.40
48.14	46.72
42.05	39.25
55.14	51.40
44.85	50.46
54.20	45.79
46.29	52.33
50.00	41.12
40.18	43.92
53.70	53.27
51.40	54.62
46.72	50.00
40.90	50.45
43.11	54.54
52.29	55.04
60.90	52.29
51.85	48.14
45.79	56.07
54.20	46.29
58.33	49.07
40.74	48.59
42.20	45.87
59.63	48.62
50.00	52.77
44.85	56.07
47.66	43.39
57.94	46.29
43.92	46.72
49.53	48.11
43.39	51.40
53.27	57.00
43.11	46.78
40.74	51.85
54.20	39.25
47.66	48.59
47.66	46.72
46.72	40.56
43.39	43.92
45.37	39.81
51.85	48.59
47.66	47.66
53.21	56.36
49.53	51.40
46.29	51.85
37.03	50.92
49.07	51.40
46.29	51.37
50.46	53.27
54.62	55.14
43.92	43.11
53.21	37.96
50.92	43.51
53.27	44.44
40.36	43.92
54.20	42.99
37.73	43.92
61.11	57.00
40.18	48.14
32.71	49.53
51.40	49.53
50.46	53.27
41.66	54.20
57.00	54.62
44.85	39.81
40.74	50.46
50.00	48.62
41.28	64.81
32.71	40.74
44.44	44.85
44.95	58.71
38.88	37.03
49.07	51.40
49.53	46.29
48.59	47.66
36.44	46.72
47.66	55.14
37.96	48.14
47.66	48.59
41.12	35.51
56.48	49.53
47.66	48.14
39.25	48.14
59.09	55.96
43.92	44.44
47.70	35.18
50.00	50.90
37.96	43.51
45.37	42.59
39.62	48.11
43.92	44.85
41.12	53.27
45.79	34.90
41.12	50.46
66.35	53.70
52.33	56.07
57.00	43.92
56.48	50.00
48.59	55.14
47.66	48.59
59.81	43.92
45.37	43.51
43.92	43.51
40.36	37.96
44.95	42.20
50.92	53.70
49.07	57.40
45.37	54.62
53.27	45.79
49.53	49.07
51.81	49.54
47.70	43.11
41.66	34.25
45.94	48.64
44.44	45.37
48.14	49.07
44.44	44.85
42.99	45.37
37.38	44.85
55.14	44.85
33.64	34.57
45.79	29.90
38.88	45.37
47.22	47.22
50.46	45.79
42.05	40.18
42.99	39.25
39.25	50.46
47.22	40.74
48.59	42.05
45.37	51.85
42.59	46.29
48.59	56.07
51.40	47.66
42.05	36.44
43.92	51.40
45.37	39.81
49.53	43.92
47.22	53.21
55.55	41.12
51.37	47.70
46.72	47.66
44.44	41.28
46.78	46.72
48.59	35.18
44.85	46.72
39.25	42.99
43.92	36.79
38.67	52.33
39.25	46.72
41.12	36.44
53.27	51.40
44.44	41.66
43.92	45.79
37.38	38.31
45.79	40.18
33.01	33.01
34.57	39.25
42.05	43.92
44.44	41.66
38.31	48.59
42.59	44.44
30.84	37.03
50.90	41.28
46.29	46.29
40.74	52.29
38.53	41.66
39.81	45.87
52.29	53.70
52.77	47.22
46.72	44.85
53.70	49.07
44.44	47.22
44.44	43.51
52.77	50.45
39.09	43.63
52.29	36.11
41.66	43.51
42.99	45.79
43.51	46.29
36.11	50.46
46.72	43.51
49.07	36.11
45.37	48.14
55.14	57.00
37.96	30.84
44.85	43.51
37.38	54.20
47.66	39.25
47.22	37.03
36.11	46.78
41.66	42.05
39.25	40.18
35.51	49.07
42.20	43.51
40.74	49.53
42.05	41.66
41.66	43.11
48.18	39.44
41.66	55.55
42.99	50.92
52.29	40.36
50.00	55.96
43.11	37.61
46.78	53.63
53.15	40.90
51.81	48.18
43.51	60.55
50.00	53.63
39.63	41.81
51.85	44.95
50.45	38.88
46.29	38.88
55.04	52.29
47.22	48.14
38.31	41.12
63.55	44.85
41.66	46.72
44.85	42.20
44.44	35.51
43.11	44.95
49.07	44.44
43.92	47.66
46.29	50.92
34.25	46.29
45.37	50.00
50.00	41.66
51.37	48.62
46.29	44.44
42.20	39.44
49.07	51.37
28.44	39.81
45.37	34.86
38.53	46.29
50.92	34.25
35.18	43.51
44.44	49.07
57.40	48.14
48.59	46.72
39.81	50.92
46.72	51.40
64.22	48.62
36.11	38.88
48.14	60.18
40.18	36.44
45.87	51.37
34.86	44.95
37.96	43.11
49.07	42.99
47.70	44.95
42.05	48.59
52.77	50.00
44.85	45.79
39.44	40.00
54.12	54.62
41.12	52.33
55.55	42.59
51.37	57.27
38.53	50.92
60.00	57.27
45.45	44.14
55.45	43.11
56.88	58.71
50.92	39.44
49.54	49.54
38.53	43.11
38.18	45.94
57.65	40.36
37.03	36.11
48.14	49.07
50.92	39.81
38.88	43.51
45.87	45.45
55.04	50.45
47.70	56.48
35.18	42.59
39.44	48.64
41.28	35.51
30.55	40.74
42.99	50.92
39.44	41.66
48.14	45.37
40.74	46.72
50.46	44.95
43.11	43.92
52.77	52.29
39.44	47.70
48.59	47.66
42.59	47.22
46.29	29.62
54.62	54.12
51.35	56.75
47.27	52.29
49.07	53.70
47.66	62.38
50.90	44.95
46.36	52.72
48.62	46.29
44.54	46.36
53.63	46.84
49.54	49.07
55.55	39.44
41.28	53.70
64.54	54.54
48.62	53.21
46.29	58.33
50.45	46.78
41.66	32.40
45.79	50.46
44.54	50.00
41.66	49.54
58.71	45.37
53.70	56.48
48.14	52.72
47.27	48.62
43.11	39.44
43.63	46.78
47.70	45.45
43.11	40.36
45.87	48.14
41.66	39.81
41.66	50.45
50.00	48.62
53.27	50.92
47.70	50.92
54.12	51.37
44.03	48.62
45.87	44.03
37.61	39.63
47.74	49.09
49.09	44.54
61.46	53.21
46.78	44.03
49.54	51.85
45.87	36.36
50.00	48.18
42.72	46.36
48.62	43.51
37.38	34.57
47.66	42.05
42.99	59.81
49.53	56.07
42.99	45.37
52.29	39.81
51.85	52.77
51.85	50.92
56.07	53.27
45.37	53.70
44.85	36.44
33.64	44.85
43.92	37.38
49.53	42.05
40.18	53.27
35.18	42.05
46.72	41.28
49.07	34.57
57.00	54.20
40.18	41.66
47.70	48.14
42.59	37.03
47.22	50.00
43.51	52.77
50.46	42.99
49.53	53.27
37.61	40.90
43.51	41.66
54.12	54.54
57.27	53.27
42.05	58.33
39.25	44.85
44.85	42.05
40.18	45.79
44.85	49.53
53.21	44.95
45.87	52.29
46.78	54.12
51.37	45.87
44.44	43.51
50.45	56.88
37.38	34.57
52.77	41.66
42.99	39.25
45.37	47.22
48.14	40.74
30.55	43.51
46.36	41.81
48.62	49.54
43.51	42.59
45.37	53.70
45.37	46.29
51.85	41.66
43.11	38.18
50.45	49.07
46.78	37.61
50.92	39.81
43.51	39.81
52.33	44.85
49.07	37.61
51.37	51.85
47.70	42.85
39.28	48.18
44.03	42.20
44.03	39.81
42.59	40.74
39.44	48.14
47.66	41.66
49.07	49.54
43.63	51.37
38.53	44.54
47.70	30.55
46.72	38.31
46.29	52.77
43.51	37.03
53.70	47.22
41.28	35.77
47.27	45.45
46.29	49.54
58.18	42.20
45.87	52.29
33.63	39.63
46.84	50.90
46.36	26.12
43.63	50.45
47.70	44.03
50.45	50.00
44.64	37.16
50.45	44.03
40.36	49.54
33.02	46.36
44.95	50.45
48.14	42.99
50.00	39.09
51.81	50.45
46.36	48.18
45.45	47.70
40.74	50.92
47.22	44.44
37.61	47.27
53.21	44.95
48.18	48.62
40.18	37.03
40.36	45.87
46.36	47.70
43.51	39.44
55.45	47.27
48.18	41.28
47.22	45.87
50.45	50.90
41.66	46.78
46.36	48.62
53.70	43.51
59.09	44.14
44.14	38.18
48.62	56.36
43.51	45.79
45.87	42.72
56.88	42.20
52.77	50.92
55.45	45.87
44.54	44.54
51.81	45.04
42.34	47.27
51.85	49.54
49.55	52.25
42.47	48.21
54.12	57.27
50.90	45.87
44.03	45.87
49.53	56.07
46.29	50.00
44.95	38.53
36.44	35.51
42.59	49.53
43.92	43.92
45.37	41.28
39.25	37.38
45.37	47.70
38.53	37.96
49.53	55.14
44.85	55.14
42.99	39.25
49.53	52.33
44.85	44.85
55.55	56.48
54.62	38.88
35.51	34.57
56.07	53.27
42.20	34.86
50.92	50.45
36.69	50.45
38.73	48.18
43.11	45.87
51.37	42.20
54.62	52.29
43.11	47.22
45.87	36.69
51.85	45.37
32.40	40.36
34.86	39.25
31.77	38.88
56.07	41.12
36.11	50.46
47.16	52.33
50.92	43.51
42.20	46.78
45.37	45.37
49.53	43.92
33.64	39.25
47.66	42.99
40.18	42.05
41.12	46.72
41.66	41.12
34.57	43.51
56.07	57.94
41.12	41.12
43.51	45.37
43.51	45.37
46.72	42.05
51.40	43.92
43.92	44.85
45.79	46.29
45.37	40.18
48.14	52.77
39.81	50.00
43.51	47.66
52.33	52.77
43.51	40.36
46.78	42.05
50.00	49.53
52.33	40.74
37.96	38.31
53.27	46.72
42.59	49.07
53.27	38.31
51.40	38.31
53.27	50.46
53.70	50.92
47.66	46.72
46.29	39.81
44.95	42.20
51.40	45.79
40.18	50.46
40.74	48.59
50.94	51.40
43.92	51.40
35.51	41.12
46.72	38.31
42.05	50.46
44.44	44.95
39.81	44.85
46.29	48.14
50.00	50.00
43.51	46.72
52.83	42.99
42.99	43.92
50.92	62.96
49.53	44.85
51.85	43.51
41.28	51.37
43.92	42.59
60.18	50.46
44.44	55.55
49.53	54.20
43.51	37.96
51.40	57.00
56.88	49.09
33.02	44.95
47.27	56.88
47.22	49.07
50.92	49.07
44.44	38.88
50.92	50.00
51.85	42.59
46.78	48.62
48.14	49.54
46.29	49.53
35.77	42.20
48.62	38.53
47.66	50.46
42.59	41.66
52.77	43.51
41.12	39.25
43.92	42.99
43.92	39.81
50.92	53.70
53.63	51.37
39.44	51.81
44.54	48.62
44.03	50.45
39.25	44.85
35.51	46.72
42.99	54.71
37.38	38.31
48.59	49.07
51.85	58.33
50.46	46.29
51.85	54.20
46.72	44.85
43.92	44.85
39.25	49.05
52.33	42.59
38.31	54.20
47.66	49.53
34.57	45.79
41.12	40.18
45.79	45.79
44.85	46.72
38.31	52.33
40.36	44.03
46.29	40.74
34.86	38.53
43.11	47.22
38.31	41.66
47.22	41.66
41.12	43.51
44.03	51.85
47.22	48.14
45.79	48.59
49.53	50.46
38.88	45.37
43.92	44.85
35.51	43.92
41.12	49.53
52.77	47.22
50.92	45.37
45.87	39.44
42.99	52.83
45.28	44.85
44.85	42.05
70.09	43.92
48.59	40.18
35.18	49.07
44.85	37.03
47.22	49.53
46.72	51.40
44.85	39.25
53.27	49.05
41.12	47.70
45.87	37.38
47.66	55.96
52.29	52.29
46.36	49.09
58.03	46.42
48.21	43.24
39.44	44.03
42.72	40.54
41.81	49.07
44.85	53.70
49.53	56.07
50.46	55.55
45.37	33.64
40.18	42.99
46.72	36.44
43.51	37.96
47.66	54.20
42.99	40.18
42.05	43.92
50.46	40.18
47.66	57.00
46.29	42.59
39.81	50.92
40.18	32.71
38.67	47.16
42.05	48.59
42.59	36.11
44.03	47.27
47.27	42.72
45.94	49.54
48.18	48.62
54.20	62.61
45.37	45.79
44.85	44.44
53.27	43.51
46.29	36.44
45.79	36.44
52.33	41.12
47.66	45.79
40.18	53.27
39.25	32.71
47.66	48.11
44.85	49.54
44.44	56.07
44.44	37.03
39.25	33.01
43.92	47.66
43.39	36.44
40.18	52.33
50.92	49.07
52.77	46.29
56.48	37.03
45.37	42.20
47.70	40.18
50.46	39.81
41.66	44.44
38.53	42.20
53.70	42.20
48.14	50.46
43.51	36.44
40.56	45.37
51.85	38.31
51.40	44.85
39.81	49.07
49.07	51.85
39.81	47.22
46.29	58.33
52.77	37.03
53.27	56.07
34.25	57.79
42.72	37.96
48.59	41.66
43.92	43.39
47.66	49.53
50.00	50.46
51.40	53.27
45.37	48.14
38.88	47.22
43.92	34.57
45.37	49.07
33.64	56.07
38.53	51.37
39.25	41.66
41.66	46.29
39.63	52.72
55.55	46.72
42.05	42.59
52.33	50.00
44.85	50.00
55.14	48.11
54.20	44.44
37.38	41.12
44.85	43.92
49.07	50.00
45.79	37.38
48.14	42.59
47.22	49.07
41.66	44.95
55.45	52.29
50.45	57.40
48.11	42.05
51.85	43.51
57.94	56.07
38.88	47.66
48.14	45.87
42.05	43.51
45.37	36.44
50.00	42.59
39.25	42.99
39.25	42.05
52.83	44.33
40.18	49.53
35.18	41.66
39.81	47.22
46.72	52.33
44.44	41.66
33.64	43.92
42.05	42.99
49.53	58.33
47.70	43.51
41.66	45.79
45.79	56.48
28.70	35.51
35.18	50.45
50.00	45.87
41.28	38.53
47.27	50.00
48.18	45.37
34.25	40.36
43.92	47.66
43.51	42.05
41.50	48.59
42.59	45.37
39.25	42.59
44.03	41.66
42.05	41.12
37.03	45.87
37.03	43.51
52.29	49.07
46.29	56.88
42.20	40.36
37.61	48.59
37.03	43.51
50.45	53.15
41.81	45.45
44.03	48.62
42.59	43.92
45.87	45.87
54.12	43.11
39.81	50.00
45.37	47.22
33.33	49.07
45.37	40.74
42.99	54.20
51.85	45.37
38.88	42.59
37.03	41.66
41.66	41.28
43.11	37.96
45.87	45.87
47.70	55.96
54.12	50.00
50.00	48.59
47.22	43.51
41.12	56.07
44.85	45.28
42.45	41.12
48.14	51.85
41.66	55.55
45.79	57.00
39.25	44.85
53.70	40.74
51.40	52.33
58.33	49.07
51.40	35.18
48.62	42.59
34.25	36.11
31.48	40.74
47.70	56.88
49.53	56.07
52.77	52.77
51.40	37.38
43.92	54.20
45.79	39.25
49.53	39.81
48.14	43.92
50.92	51.85
45.87	60.55
44.03	48.62
47.66	52.33
48.59	57.94
53.70	45.79
57.54	45.79
42.05	44.85
47.66	43.92
40.74	35.18
56.88	72.47
48.59	48.59
53.27	45.79
39.25	42.05
42.05	36.44
42.05	35.51
46.72	43.92
50.00	43.11
48.62	40.36
45.04	47.74
40.36	47.22
41.66	44.03
33.63	41.81
38.53	44.44
43.11	50.90
29.09	50.92
40.18	36.11
50.00	48.14
46.72	39.25
45.79	33.64
49.53	43.92
60.74	45.79
32.71	41.12
45.37	45.37
40.74	46.29
42.59	54.62
46.72	42.05
40.74	43.51
47.22	42.99
50.46	44.44
47.22	49.07
48.14	42.59
55.55	49.07
36.11	41.66
48.62	42.20
46.78	56.88
43.11	45.87
41.28	47.27
46.36	55.96
42.72	53.63
40.90	43.63
51.37	46.78
36.69	51.37
46.78	46.78
46.72	49.53
41.66	49.07
34.57	44.44
44.44	44.33
47.66	55.55
44.95	42.59
44.85	49.07
45.79	32.40
43.11	46.29
44.85	44.85
47.22	41.66
45.79	42.05
39.25	46.72
41.12	43.92
48.14	51.85
44.44	51.85
42.59	45.37
38.88	41.12
46.72	51.85
50.46	59.81
45.79	41.12
47.66	50.46
44.85	48.59
51.85	56.48
51.37	51.81
44.54	37.61
47.74	50.45
50.45	49.54
42.99	35.51
42.99	44.85
50.92	50.92
38.67	45.28
51.40	51.40
50.46	52.33
39.81	40.74
56.48	40.74
48.11	47.16
57.94	42.99
41.12	43.92
50.46	43.92
49.53	50.46
48.59	45.79
44.44	50.00
48.59	46.72
51.85	48.14
46.72	50.92
46.36	59.63
50.00	50.00
47.22	54.62
48.14	29.62
60.74	51.40
35.18	43.11
52.29	47.22
50.45	52.29
46.29	49.07
54.62	43.51
52.77	48.14
46.72	51.40
40.18	39.25
43.51	50.92
53.70	58.71
46.29	42.99
48.14	43.11
43.11	35.77
45.45	48.62
44.44	48.14
35.18	48.62
